model,storage,price
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$30.00
apple iphone 6 a1586 16gb unlocked clean imei,$59.99
apple iphone 6 - 16gb - silver (verizon) a1549 (cdma   gsm),$75.00
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$60.00
"apple iphone 6 16gb space gray a1549 unlocked very good ""a"" grade condition",$84.08
"apple iphone 6 16gb silver a1549 unlocked good condition ""b"" grade fully tested",$76.22
apple iphone 6 - 16gb - gold (unlocked) a1549 (cdma + gsm),$84.99
iphone 6 gold 16 gb (sprint),$65.00
apple iphone 6 - 16gb - space gray (unlocked) a1549 (cdma + gsm) works - 7/10,$75.95
apple i phone 6 16gb gold unlocked,$35.00
apple iphone 6 16gb space gray a1549 mg5w2ll/a unlocked clean esn,$71.99
apple iphone 6 - 16gb - gray (gsm unlocked) a1549 smartphone clean esn #83,$74.95
apple iphone 6 - 16gb - gray (gsm unlocked) a1549 smartphone clean esn #47,$74.95
apple iphone 6 - 16gb - space gray verizon a1549 (gsm) - screen needs replacing,$35.00
apple iphone 6 - 16gb - space grey (unlocked) a1549 (cdma + gsm),$84.99
apple iphone 6 16gb - unlocked - good condition - space grey,$93.51
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$30.00
apple iphone 6 (a1586) unlocked space gray/white 16gb - cell smart phone ios,$69.99
amazing condition jailbroken apple iphone 6 space gray 16gb | mg5w2ll/a,$79.99
apple iphone 6 - 16gb b grade - silver a1549 (gsm),$81.99
very good used apple iphone 6 16gb silver unlocked gsm at&t t-mobile a1549,$79.95
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$84.99
apple iphone 6 - 16gb - gold (unlocked) a1549 (cdma + gsm),$45.00
apple iphone 6 - 16gb - silver (unlocked) a1549 (cdma + gsm),$69.00
apple iphone 6 - 16gb - gold (unlocked) a1549,$49.99
apple iphone 6 - 16gb - space gray (unlocked) a1549,$79.00
apple iphone 6 unlocked 16gb space gray a (4b4.71.au),$63.99
apple iphone 6  16gb space gray (unlocked) #46y,$79.99
